variant,experiment,class,precision,recall,f1,support
11,moderate_aug,weighted avg,0.3782905982905983,0.28,0.3110179028132993,
11,high_aug,1,0.1875,0.2727272727272727,0.2222222222222222,11.0
11,high_aug,2,0.7857142857142857,0.55,0.6470588235294118,40.0
11,high_aug,3,0.42857142857142855,0.42857142857142855,0.42857142857142855,14.0
11,high_aug,4,0.058823529411764705,0.1,0.07407407407407407,10.0
11,high_aug,accuracy,0.4266666666666667,0.4266666666666667,0.4266666666666667,
11,high_aug,macro avg,0.3651523109243697,0.33782467532467536,0.3429816370992842,
11,high_aug,weighted avg,0.534390756302521,0.4266666666666667,0.46756717501815537,
11,synthetic_only,1,0.3333333333333333,0.3235294117647059,0.3283582089552239,34.0
11,synthetic_only,2,0.574468085106383,0.45,0.5046728971962616,60.0
11,synthetic_only,3,0.25806451612903225,0.3076923076923077,0.2807017543859649,26.0
11,synthetic_only,4,0.3103448275862069,0.45,0.3673469387755102,20.0
11,synthetic_only,accuracy,0.39285714285714285,0.39285714285714285,0.39285714285714285,
11,synthetic_only,macro avg,0.36905269053873885,0.3828054298642534,0.37026994982824013,
11,synthetic_only,weighted avg,0.41941423150568063,0.39285714285714285,0.4006409808985614,
12,real_only,1,0.35714285714285715,0.23809523809523808,0.2857142857142857,21.0
12,real_only,2,0.6190476190476191,0.4642857142857143,0.5306122448979592,28.0
12,real_only,3,0.2631578947368421,0.3333333333333333,0.29411764705882354,15.0
12,real_only,4,0.0,0.0,0.0,11.0
12,real_only,accuracy,0.30666666666666664,0.30666666666666664,0.30666666666666664,
12,real_only,macro avg,0.3098370927318296,0.2589285714285714,0.2776110444177671,
12,real_only,weighted avg,0.38374269005847955,0.30666666666666664,0.3369187675070028,
12,low_aug,1,0.3,0.3,0.3,10.0
12,low_aug,2,0.4,0.3,0.34285714285714286,20.0
12,low_aug,3,0.0,0.0,0.0,4.0
12,low_aug,4,0.2,0.5,0.2857142857142857,4.0
12,low_aug,accuracy,0.2894736842105263,0.2894736842105263,0.2894736842105263,
12,low_aug,macro avg,0.22499999999999998,0.275,0.23214285714285712,
12,low_aug,weighted avg,0.3105263157894737,0.2894736842105263,0.2894736842105263,
12,moderate_aug,1,0.18181818181818182,0.2222222222222222,0.2,9.0
12,moderate_aug,2,0.6470588235294118,0.4074074074074074,0.5,27.0
12,moderate_aug,3,0.29411764705882354,0.45454545454545453,0.35714285714285715,11.0
12,moderate_aug,4,0.0,0.0,0.0,3.0
12,moderate_aug,accuracy,0.36,0.36,0.36,
12,moderate_aug,macro avg,0.2807486631016043,0.27104377104377103,0.2642857142857143,
12,moderate_aug,weighted avg,0.4468449197860963,0.36,0.38457142857142856,
12,high_aug,1,0.3333333333333333,0.375,0.35294117647058826,16.0
12,high_aug,2,0.72,0.5454545454545454,0.6206896551724138,33.0
12,high_aug,3,0.35294117647058826,0.375,0.36363636363636365,16.0
12,high_aug,4,0.13333333333333333,0.2,0.16,10.0
12,high_aug,accuracy,0.4266666666666667,0.4266666666666667,0.4266666666666667,
12,high_aug,macro avg,0.3849019607843137,0.37386363636363634,0.3743167988198414,
12,high_aug,weighted avg,0.48098300653594767,0.4266666666666667,0.4473066568320118,
