variant,experiment,class,precision,recall,f1,support
3,real_only,1,0.7222222222222222,0.52,0.6046511627906976,25.0
3,real_only,2,0.1875,0.3333333333333333,0.24,9.0
3,real_only,3,0.19047619047619047,0.2222222222222222,0.20512820512820512,18.0
3,real_only,4,0.35,0.30434782608695654,0.32558139534883723,23.0
3,real_only,accuracy,0.36,0.36,0.36,
3,real_only,macro avg,0.36254960317460316,0.344975845410628,0.34384019081693495,
3,real_only,weighted avg,0.4162883597883597,0.36,0.37942611806797855,
3,low_aug,1,0.3,0.23076923076923078,0.2608695652173913,13.0
3,low_aug,2,0.2,0.16666666666666666,0.18181818181818182,12.0
3,low_aug,3,0.09090909090909091,0.14285714285714285,0.1111111111111111,7.0
3,low_aug,4,0.14285714285714285,0.16666666666666666,0.15384615384615385,6.0
3,low_aug,accuracy,0.18421052631578946,0.18421052631578946,0.18421052631578946,
3,low_aug,macro avg,0.18344155844155846,0.17673992673992675,0.1769112529982095,
3,low_aug,weighted avg,0.20509227614490774,0.18421052631578946,0.1914204534341834,
3,moderate_aug,1,0.14285714285714285,0.15384615384615385,0.14814814814814814,13.0
3,moderate_aug,2,0.5,0.2631578947368421,0.3448275862068966,19.0
3,moderate_aug,3,0.25,0.25,0.25,12.0
3,moderate_aug,4,0.14285714285714285,0.3333333333333333,0.2,6.0
3,moderate_aug,accuracy,0.24,0.24,0.24,
3,moderate_aug,macro avg,0.2589285714285714,0.2500843454790823,0.23574393358876117,
3,moderate_aug,weighted avg,0.3042857142857143,0.24,0.25355300127713926,
3,high_aug,1,0.36363636363636365,0.36363636363636365,0.36363636363636365,22.0
3,high_aug,2,0.4375,0.35,0.3888888888888889,20.0
3,high_aug,3,0.2222222222222222,0.2857142857142857,0.25,14.0
3,high_aug,4,0.21052631578947367,0.21052631578947367,0.21052631578947367,19.0
3,high_aug,accuracy,0.30666666666666664,0.30666666666666664,0.30666666666666664,
3,high_aug,macro avg,0.3084712254120149,0.3024692412850307,0.30326289207868157,
3,high_aug,weighted avg,0.3181481481481481,0.30666666666666664,0.3103703703703704,
3,synthetic_only,1,0.3333333333333333,0.2857142857142857,0.3076923076923077,35.0
3,synthetic_only,2,0.5277777777777778,0.3958333333333333,0.4523809523809524,48.0
3,synthetic_only,3,0.25,0.3333333333333333,0.2857142857142857,27.0
3,synthetic_only,4,0.2894736842105263,0.36666666666666664,0.3235294117647059,30.0
3,synthetic_only,accuracy,0.35,0.35,0.35,
3,synthetic_only,macro avg,0.35014619883040937,0.34538690476190476,0.34232923938806287,
3,synthetic_only,weighted avg,0.37453007518796994,0.35,0.35645488964816696,
4,real_only,1,0.5625,0.42857142857142855,0.4864864864864865,21.0
4,real_only,2,0.25,0.2222222222222222,0.23529411764705882,18.0
4,real_only,3,0.3076923076923077,0.47058823529411764,0.37209302325581395,17.0
4,real_only,4,0.35294117647058826,0.3157894736842105,0.3333333333333333,19.0
4,real_only,accuracy,0.36,0.36,0.36,
4,real_only,macro avg,0.368283371040724,0.35929283994299477,0.3568017401806731,
4,real_only,weighted avg,0.3766553544494721,0.36,0.3614723341672726,
4,low_aug,1,0.8,0.3076923076923077,0.4444444444444444,13.0
4,low_aug,2,0.2222222222222222,0.18181818181818182,0.2,11.0
4,low_aug,3,0.1111111111111111,0.125,0.11764705882352941,8.0
4,low_aug,4,0.2,0.5,0.2857142857142857,6.0
4,low_aug,accuracy,0.2631578947368421,0.2631578947368421,0.2631578947368421,
4,low_aug,macro avg,0.3333333333333333,0.2786276223776224,0.26195144724556485,
4,low_aug,weighted avg,0.3929824561403509,0.2631578947368421,0.2798221042803086,
4,moderate_aug,1,0.35294117647058826,0.46153846153846156,0.4,13.0
4,moderate_aug,2,0.3333333333333333,0.26666666666666666,0.2962962962962963,15.0
4,moderate_aug,3,0.4,0.3076923076923077,0.34782608695652173,13.0
4,moderate_aug,4,0.2727272727272727,0.3333333333333333,0.3,9.0
4,moderate_aug,accuracy,0.34,0.34,0.34,
4,moderate_aug,macro avg,0.3397504456327986,0.3423076923076923,0.33603059581320455,
4,moderate_aug,weighted avg,0.344855614973262,0.34,0.3373236714975845,
4,high_aug,1,0.28,0.3333333333333333,0.30434782608695654,21.0
4,high_aug,2,0.4,0.47058823529411764,0.43243243243243246,17.0
4,high_aug,3,0.25,0.2,0.2222222222222222,15.0
4,high_aug,4,0.2222222222222222,0.18181818181818182,0.2,22.0
4,high_aug,accuracy,0.29333333333333333,0.29333333333333333,0.29333333333333333,
4,high_aug,macro avg,0.28805555555555556,0.2964349376114082,0.2897506201854028,
4,high_aug,weighted avg,0.28425185185185187,0.29333333333333333,0.28634652043347697,
4,synthetic_only,1,0.23076923076923078,0.20689655172413793,0.21818181818181817,29.0
4,synthetic_only,2,0.3611111111111111,0.3170731707317073,0.33766233766233766,41.0
4,synthetic_only,3,0.30952380952380953,0.35135135135135137,0.3291139240506329,37.0
4,synthetic_only,4,0.3611111111111111,0.3939393939393939,0.37681159420289856,33.0
4,synthetic_only,accuracy,0.32142857142857145,0.32142857142857145,0.32142857142857145,
4,synthetic_only,macro avg,0.3156288156288156,0.3173151169366476,0.3154424185244218,
4,synthetic_only,weighted avg,0.32047793476364905,0.32142857142857145,0.3198816169285546,
5,real_only,1,0.5652173913043478,0.8125,0.6666666666666666,16.0
5,real_only,2,0.4444444444444444,0.42105263157894735,0.43243243243243246,19.0
5,real_only,3,0.5714285714285714,0.42105263157894735,0.48484848484848486,19.0
5,real_only,4,0.5,0.47619047619047616,0.4878048780487805,21.0
5,real_only,accuracy,0.52,0.52,0.52,
5,real_only,macro avg,0.5202726017943409,0.5326989348370927,0.5179381154990911,
5,real_only,weighted avg,0.5179342074994249,0.52,0.5111854204537131,
5,low_aug,1,0.6,0.5,0.5454545454545454,12.0
5,low_aug,2,0.3076923076923077,0.36363636363636365,0.3333333333333333,11.0
5,low_aug,3,0.16666666666666666,0.125,0.14285714285714285,8.0
5,low_aug,4,0.3333333333333333,0.42857142857142855,0.375,7.0
5,low_aug,accuracy,0.3684210526315789,0.3684210526315789,0.3684210526315789,
5,low_aug,macro avg,0.3519230769230769,0.35430194805194803,0.34916125541125537,
5,low_aug,weighted avg,0.3750337381916329,0.3684210526315789,0.36789416723627244,
5,moderate_aug,1,0.4375,0.6363636363636364,0.5185185185185185,11.0
5,moderate_aug,2,0.36363636363636365,0.2857142857142857,0.32,14.0
5,moderate_aug,3,0.5,0.35714285714285715,0.4166666666666667,14.0
5,moderate_aug,4,0.38461538461538464,0.45454545454545453,0.4166666666666667,11.0
5,moderate_aug,accuracy,0.42,0.42,0.42,
5,moderate_aug,macro avg,0.4214379370629371,0.43344155844155846,0.417962962962963,
5,moderate_aug,weighted avg,0.4226835664335664,0.42,0.41200740740740743,
5,high_aug,1,0.5,0.47619047619047616,0.4878048780487805,21.0
5,high_aug,2,0.2222222222222222,0.21052631578947367,0.21621621621621623,19.0
5,high_aug,3,0.25,0.29411764705882354,0.2702702702702703,17.0
5,high_aug,4,0.29411764705882354,0.2777777777777778,0.2857142857142857,18.0
5,high_aug,accuracy,0.32,0.32,0.32,
5,high_aug,macro avg,0.3165849673202614,0.3146530542041378,0.31500141256238817,
5,high_aug,weighted avg,0.32355119825708056,0.32,0.3211928304611231,
5,synthetic_only,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,30.0
5,synthetic_only,2,0.5405405405405406,0.4166666666666667,0.47058823529411764,48.0
5,synthetic_only,3,0.2571428571428571,0.28125,0.26865671641791045,32.0
5,synthetic_only,4,0.3157894736842105,0.4,0.35294117647058826,30.0
5,synthetic_only,accuracy,0.36428571428571427,0.36428571428571427,0.36428571428571427,
5,synthetic_only,macro avg,0.3617015511752354,0.3578125,0.35637986537898747,
5,synthetic_only,weighted avg,0.38320143989316924,0.36428571428571427,0.3698106108114888,
6,real_only,1,0.38461538461538464,0.3125,0.3448275862068966,16.0
6,real_only,2,0.5238095238095238,0.6111111111111112,0.5641025641025641,18.0
6,real_only,3,0.5789473684210527,0.4583333333333333,0.5116279069767442,24.0
6,real_only,4,0.5217391304347826,0.6666666666666666,0.5853658536585366,18.0
6,real_only,accuracy,0.5131578947368421,0.5131578947368421,0.5131578947368421,
6,real_only,macro avg,0.5022778518201859,0.5121527777777778,0.5014809777361854,
6,real_only,weighted avg,0.5114270891098543,0.5131578947368421,0.5064045087691055,
6,low_aug,1,0.5555555555555556,0.38461538461538464,0.45454545454545453,13.0
6,low_aug,2,0.14285714285714285,0.08333333333333333,0.10526315789473684,12.0
6,low_aug,3,0.125,0.14285714285714285,0.13333333333333333,7.0
6,low_aug,4,0.07142857142857142,0.16666666666666666,0.1,6.0
6,low_aug,accuracy,0.21052631578947367,0.21052631578947367,0.21052631578947367,
6,low_aug,macro avg,0.22371031746031744,0.19436813186813187,0.19828548644338115,
6,low_aug,weighted avg,0.2694757727652465,0.21052631578947367,0.22909426676739694,
6,moderate_aug,1,0.45454545454545453,0.38461538461538464,0.4166666666666667,13.0
6,moderate_aug,2,0.38461538461538464,0.3333333333333333,0.35714285714285715,15.0
6,moderate_aug,3,0.35294117647058826,0.42857142857142855,0.3870967741935484,14.0
6,moderate_aug,4,0.1111111111111111,0.125,0.11764705882352941,8.0
6,moderate_aug,accuracy,0.34,0.34,0.34,
6,moderate_aug,macro avg,0.32580328168563466,0.3178800366300366,0.3196383392066504,
6,moderate_aug,weighted avg,0.350167740755976,0.34,0.34268681666214873,
6,high_aug,1,0.3125,0.2777777777777778,0.29411764705882354,18.0
6,high_aug,2,0.22727272727272727,0.4166666666666667,0.29411764705882354,12.0
6,high_aug,3,0.29411764705882354,0.23809523809523808,0.2631578947368421,21.0
6,high_aug,4,0.45,0.375,0.4090909090909091,24.0
6,high_aug,accuracy,0.32,0.32,0.32,
6,high_aug,macro avg,0.3209725935828877,0.32688492063492064,0.3151210244863496,
6,high_aug,weighted avg,0.3377165775401069,0.32,0.3222403602589361,
6,synthetic_only,1,0.3055555555555556,0.3333333333333333,0.3188405797101449,33.0
6,synthetic_only,2,0.4444444444444444,0.2608695652173913,0.3287671232876712,46.0
6,synthetic_only,3,0.23684210526315788,0.2903225806451613,0.2608695652173913,31.0
6,synthetic_only,4,0.28205128205128205,0.36666666666666664,0.3188405797101449,30.0
6,synthetic_only,accuracy,0.30714285714285716,0.30714285714285716,0.30714285714285716,
6,synthetic_only,macro avg,0.31722334682861,0.31279803646563814,0.3068294619813381,
6,synthetic_only,weighted avg,0.3309387250176724,0.30714285714285716,0.30926571939079384,
7,real_only,1,0.5,0.32142857142857145,0.391304347826087,28.0
7,real_only,2,0.4375,0.3684210526315789,0.4,19.0
7,real_only,3,0.3684210526315789,0.3888888888888889,0.3783783783783784,18.0
7,real_only,4,0.13636363636363635,0.3,0.1875,10.0
7,real_only,accuracy,0.3466666666666667,0.3466666666666667,0.3466666666666667,
7,real_only,macro avg,0.36057117224880386,0.3446846282372598,0.33929568155111633,
7,real_only,weighted avg,0.40410287081339713,0.3466666666666667,0.36323110066588327,
7,low_aug,1,0.375,0.23076923076923078,0.2857142857142857,13.0
7,low_aug,2,0.3333333333333333,0.2,0.25,15.0
7,low_aug,3,0.16666666666666666,0.3333333333333333,0.2222222222222222,6.0
7,low_aug,4,0.0,0.0,0.0,4.0
7,low_aug,accuracy,0.21052631578947367,0.21052631578947367,0.21052631578947367,
7,low_aug,macro avg,0.21874999999999997,0.191025641025641,0.18948412698412698,
7,low_aug,weighted avg,0.28618421052631576,0.21052631578947367,0.23151629072681704,
7,moderate_aug,1,0.29411764705882354,0.38461538461538464,0.3333333333333333,13.0
7,moderate_aug,2,0.45454545454545453,0.25,0.3225806451612903,20.0
7,moderate_aug,3,0.35714285714285715,0.35714285714285715,0.35714285714285715,14.0
7,moderate_aug,4,0.125,0.3333333333333333,0.18181818181818182,3.0
7,moderate_aug,accuracy,0.32,0.32,0.32,
7,moderate_aug,macro avg,0.3077014896867838,0.33127289377289376,0.29871875436391565,
7,moderate_aug,weighted avg,0.36578877005347593,0.32,0.32660801564027375,
7,high_aug,1,0.3333333333333333,0.29411764705882354,0.3125,17.0
7,high_aug,2,0.6363636363636364,0.5185185185185185,0.5714285714285714,27.0
7,high_aug,3,0.3,0.3157894736842105,0.3076923076923077,19.0
7,high_aug,4,0.2777777777777778,0.4166666666666667,0.3333333333333333,12.0
7,high_aug,accuracy,0.4,0.4,0.4,
7,high_aug,macro avg,0.3868686868686869,0.38627307648205483,0.3812385531135531,
7,high_aug,weighted avg,0.425090909090909,0.4,0.4078296703296703,
7,synthetic_only,1,0.3076923076923077,0.35294117647058826,0.3287671232876712,34.0
7,synthetic_only,2,0.4375,0.30434782608695654,0.358974358974359,46.0
7,synthetic_only,3,0.3170731707317073,0.3611111111111111,0.33766233766233766,36.0
7,synthetic_only,4,0.25,0.2916666666666667,0.2692307692307692,24.0
7,synthetic_only,accuracy,0.32857142857142857,0.32857142857142857,0.32857142857142857,
7,synthetic_only,macro avg,0.32806636960600377,0.3275166950838307,0.32365864728878424,
7,synthetic_only,weighted avg,0.34286551862771375,0.32857142857142857,0.33077346658559964,
8,real_only,1,0.3333333333333333,0.3684210526315789,0.35,19.0
8,real_only,2,0.47368421052631576,0.42857142857142855,0.45,21.0
8,real_only,3,0.3333333333333333,0.35294117647058826,0.34285714285714286,17.0
8,real_only,4,0.35294117647058826,0.3333333333333333,0.34285714285714286,18.0
8,real_only,accuracy,0.37333333333333335,0.37333333333333335,0.37333333333333335,
8,real_only,macro avg,0.3733230134158927,0.37081674775173223,0.37142857142857144,
8,real_only,weighted avg,0.37733746130030954,0.37333333333333335,0.3746666666666667,
8,low_aug,1,0.5,0.3333333333333333,0.4,12.0
8,low_aug,2,0.4444444444444444,0.3333333333333333,0.38095238095238093,12.0
8,low_aug,3,0.16666666666666666,0.14285714285714285,0.15384615384615385,7.0
8,low_aug,4,0.13333333333333333,0.2857142857142857,0.18181818181818182,7.0
8,low_aug,accuracy,0.2894736842105263,0.2894736842105263,0.2894736842105263,
8,low_aug,macro avg,0.3111111111111111,0.27380952380952384,0.27915417915417917,
8,low_aug,weighted avg,0.3535087719298245,0.2894736842105263,0.30844944529155055,
8,moderate_aug,1,0.5,0.5,0.5,12.0
8,moderate_aug,2,0.6,0.5,0.5454545454545454,18.0
8,moderate_aug,3,0.38461538461538464,0.4166666666666667,0.4,12.0
8,moderate_aug,4,0.4,0.5,0.4444444444444444,8.0
8,moderate_aug,accuracy,0.48,0.48,0.48,
8,moderate_aug,macro avg,0.47115384615384615,0.4791666666666667,0.47247474747474744,
8,moderate_aug,weighted avg,0.4923076923076923,0.48,0.4834747474747475,
8,high_aug,1,0.2857142857142857,0.2222222222222222,0.25,18.0
8,high_aug,2,0.5416666666666666,0.52,0.5306122448979592,25.0
8,high_aug,3,0.5,0.5555555555555556,0.5263157894736842,18.0
8,high_aug,4,0.23529411764705882,0.2857142857142857,0.25806451612903225,14.0
8,high_aug,accuracy,0.41333333333333333,0.41333333333333333,0.41333333333333333,
8,high_aug,macro avg,0.3906687675070028,0.3958730158730158,0.3912481376251689,
8,high_aug,weighted avg,0.4130485527544351,0.41333333333333333,0.41135858078375664,
8,synthetic_only,1,0.25,0.3,0.2727272727272727,30.0
8,synthetic_only,2,0.45454545454545453,0.4,0.425531914893617,50.0
8,synthetic_only,3,0.3125,0.3448275862068966,0.32786885245901637,29.0
8,synthetic_only,4,0.32142857142857145,0.2903225806451613,0.3050847457627119,31.0
8,synthetic_only,accuracy,0.34285714285714286,0.34285714285714286,0.34285714285714286,
8,synthetic_only,macro avg,0.3346185064935065,0.33378754171301445,0.3328031964606545,
8,synthetic_only,weighted avg,0.3518147031539889,0.34285714285714286,0.3458874126175327,
9,real_only,1,0.4090909090909091,0.34615384615384615,0.375,26.0
9,real_only,2,0.36363636363636365,0.5714285714285714,0.4444444444444444,14.0
9,real_only,3,0.6666666666666666,0.47619047619047616,0.5555555555555556,21.0
9,real_only,4,0.4117647058823529,0.4666666666666667,0.4375,15.0
9,real_only,accuracy,0.4473684210526316,0.4473684210526316,0.4473684210526316,
9,real_only,macro avg,0.46278966131907306,0.4651098901098901,0.453125,
9,real_only,weighted avg,0.4724176752040529,0.4473684210526316,0.45001827485380114,
9,low_aug,1,0.5,0.45454545454545453,0.47619047619047616,11.0
9,low_aug,2,0.5,0.2857142857142857,0.36363636363636365,14.0
9,low_aug,3,0.16666666666666666,0.14285714285714285,0.15384615384615385,7.0
9,low_aug,4,0.14285714285714285,0.3333333333333333,0.2,6.0
9,low_aug,accuracy,0.3157894736842105,0.3157894736842105,0.3157894736842105,
9,low_aug,macro avg,0.3273809523809524,0.30411255411255406,0.29841824841824843,
9,low_aug,weighted avg,0.38220551378446116,0.3157894736842105,0.33173493173493174,
9,moderate_aug,1,0.26666666666666666,0.3333333333333333,0.2962962962962963,12.0
9,moderate_aug,2,0.1111111111111111,0.0625,0.08,16.0
9,moderate_aug,3,0.38461538461538464,0.3333333333333333,0.35714285714285715,15.0
9,moderate_aug,4,0.15384615384615385,0.2857142857142857,0.2,7.0
9,moderate_aug,accuracy,0.24,0.24,0.24,
9,moderate_aug,macro avg,0.22905982905982905,0.2537202380952381,0.23335978835978838,
9,moderate_aug,weighted avg,0.2364786324786325,0.24,0.23185396825396826,
9,high_aug,1,0.35714285714285715,0.2777777777777778,0.3125,18.0
9,high_aug,2,0.5416666666666666,0.6190476190476191,0.5777777777777777,21.0
9,high_aug,3,0.3888888888888889,0.5384615384615384,0.45161290322580644,13.0
9,high_aug,4,0.47368421052631576,0.391304347826087,0.42857142857142855,23.0
9,high_aug,accuracy,0.4533333333333333,0.4533333333333333,0.4533333333333333,
9,high_aug,macro avg,0.44034565580618207,0.45664782077825555,0.4426155273937532,
9,high_aug,weighted avg,0.45005151768309665,0.4533333333333333,0.44648591909882235,
9,synthetic_only,1,0.45161290322580644,0.3888888888888889,0.417910447761194,36.0
9,synthetic_only,2,0.3611111111111111,0.30952380952380953,0.3333333333333333,42.0
9,synthetic_only,3,0.2727272727272727,0.3333333333333333,0.3,27.0
9,synthetic_only,4,0.375,0.42857142857142855,0.4,35.0
9,synthetic_only,accuracy,0.36428571428571427,0.36428571428571427,0.36428571428571427,
9,synthetic_only,macro avg,0.36511282176604754,0.36507936507936506,0.3628109452736319,
9,synthetic_only,weighted avg,0.3708097681888004,0.36428571428571427,0.365319829424307,
10,real_only,1,0.1111111111111111,0.14285714285714285,0.125,14.0
10,real_only,2,0.5,0.3684210526315789,0.42424242424242425,19.0
10,real_only,3,0.47619047619047616,0.47619047619047616,0.47619047619047616,21.0
10,real_only,4,0.391304347826087,0.4090909090909091,0.4,22.0
10,real_only,accuracy,0.3684210526315789,0.3684210526315789,0.3684210526315789,
10,real_only,macro avg,0.3696514837819186,0.34913989519252675,0.3563582251082251,
10,real_only,weighted avg,0.39031909483854565,0.3684210526315789,0.3764553429027114,
10,low_aug,1,0.5555555555555556,0.38461538461538464,0.45454545454545453,13.0
10,low_aug,2,0.18181818181818182,0.16666666666666666,0.17391304347826086,12.0
10,low_aug,3,0.16666666666666666,0.14285714285714285,0.15384615384615385,7.0
10,low_aug,4,0.3333333333333333,0.6666666666666666,0.4444444444444444,6.0
10,low_aug,accuracy,0.3157894736842105,0.3157894736842105,0.3157894736842105,
10,low_aug,macro avg,0.30934343434343436,0.3402014652014652,0.30668727407857843,
10,low_aug,weighted avg,0.33080808080808083,0.3157894736842105,0.30893782037946793,
10,moderate_aug,1,0.3333333333333333,0.26666666666666666,0.2962962962962963,15.0
10,moderate_aug,2,0.42857142857142855,0.4,0.41379310344827586,15.0
10,moderate_aug,3,0.3,0.2,0.24,15.0
10,moderate_aug,4,0.14285714285714285,0.4,0.21052631578947367,5.0
10,moderate_aug,accuracy,0.3,0.3,0.3,
10,moderate_aug,macro avg,0.3011904761904762,0.31666666666666665,0.29015392888351144,
10,moderate_aug,weighted avg,0.33285714285714285,0.3,0.30607945150231897,
10,high_aug,1,0.35714285714285715,0.29411764705882354,0.3225806451612903,17.0
10,high_aug,2,0.3888888888888889,0.4375,0.4117647058823529,16.0
10,high_aug,3,0.4782608695652174,0.5238095238095238,0.5,21.0
10,high_aug,4,0.3,0.2857142857142857,0.2926829268292683,21.0
10,high_aug,accuracy,0.38666666666666666,0.38666666666666666,0.38666666666666666,
10,high_aug,macro avg,0.38107315389924085,0.3852853641456583,0.3817570694682279,
10,high_aug,weighted avg,0.3818283873936048,0.38666666666666666,0.3829126363369895,
10,synthetic_only,1,0.2903225806451613,0.2903225806451613,0.2903225806451613,31.0
10,synthetic_only,2,0.45454545454545453,0.3488372093023256,0.39473684210526316,43.0
10,synthetic_only,3,0.19444444444444445,0.25,0.21875,28.0
10,synthetic_only,4,0.3,0.3157894736842105,0.3076923076923077,38.0
10,synthetic_only,accuracy,0.30714285714285716,0.30714285714285716,0.30714285714285716,
10,synthetic_only,macro avg,0.3098281199087651,0.30123731590792435,0.30287543261068306,
10,synthetic_only,weighted avg,0.3242135642135642,0.30714285714285716,0.3127927993059572,
11,real_only,1,0.23809523809523808,0.3125,0.2702702702702703,16.0
11,real_only,2,0.5333333333333333,0.43243243243243246,0.47761194029850745,37.0
11,real_only,3,0.14285714285714285,0.16666666666666666,0.15384615384615385,12.0
11,real_only,4,0.0,0.0,0.0,10.0
11,real_only,accuracy,0.30666666666666664,0.30666666666666664,0.30666666666666664,
11,real_only,macro avg,0.22857142857142854,0.22789977477477477,0.22543209110373288,
11,real_only,weighted avg,0.3367619047619048,0.30666666666666664,0.31789493282030595,
11,low_aug,1,0.375,0.5,0.42857142857142855,12.0
11,low_aug,2,0.8571428571428571,0.42857142857142855,0.5714285714285714,14.0
11,low_aug,3,0.4444444444444444,0.5,0.47058823529411764,8.0
11,low_aug,4,0.16666666666666666,0.25,0.2,4.0
11,low_aug,accuracy,0.4473684210526316,0.4473684210526316,0.4473684210526316,
11,low_aug,macro avg,0.4608134920634921,0.41964285714285715,0.4176470588235294,
11,low_aug,weighted avg,0.5453216374269007,0.4473684210526316,0.4659885006634233,
11,moderate_aug,1,0.25,0.2727272727272727,0.2608695652173913,11.0
11,moderate_aug,2,0.46153846153846156,0.2857142857142857,0.35294117647058826,21.0
11,moderate_aug,3,0.4444444444444444,0.2857142857142857,0.34782608695652173,14.0
11,moderate_aug,4,0.0625,0.25,0.1,4.0
11,moderate_aug,accuracy,0.28,0.28,0.28,
11,moderate_aug,macro avg,0.30462072649572647,0.273538961038961,0.2654092071611253,
